"Countries, territories and areas; Year,""Maternal mortality ratio (per 100 000 live births)"",""Number of maternal deaths"""
"New_Zealand; 2014,""8 [6-9]"",""5 [4-5]"""
"New_Zealand; 2013,""8 [7-9]"",""5 [4-5]"""
"New_Zealand; 2012,""10 [8-11]"",""6 [5-7]"""
"New_Zealand; 2011,""10 [9-12]"",""6 [5-7]"""
"New_Zealand; 2010,""10 [9-11]"",""6 [5-7]"""
"New_Zealand; 2009,""10 [9-12]"",""6 [5-7]"""
"New_Zealand; 2008,""10 [8-11]"",""6 [5-7]"""
"New_Zealand; 2007,""10 [9-12]"",""6 [6-7]"""
"New_Zealand; 2006,""11 [9-12]"",""6 [6-7]"""
"New_Zealand; 2005,""10 [9-12]"",""6 [5-7]"""
"New_Zealand; 2004,""12 [10-13]"",""7 [6-8]"""
"New_Zealand; 2003,""10 [9-12]"",""6 [5-7]"""
"New_Zealand; 2002,""10 [9-12]"",""6 [5-6]"""
"New_Zealand; 2001,""11 [9-13]"",""6 [5-7]"""
"New_Zealand; 2000,""11 [9-13]"",""6 [5-7]"""
"New_Zealand; 1999,""12 [10-14]"",""7 [6-8]"""
"New_Zealand; 1998,""13 [11-15]"",""7 [6-8]"""
"New_Zealand; 1997,""13 [11-15]"",""7 [6-9]"""
"New_Zealand; 1996,""14 [12-16]"",""8 [7-9]"""
"New_Zealand; 1995,""14 [12-16]"",""8 [7-9]"""
"New_Zealand; 1994,""13 [11-15]"",""7 [6-8]"""
"New_Zealand; 1993,""13 [11-15]"",""8 [6-9]"""
"New_Zealand; 1992,""13 [11-15]"",""8 [7-9]"""
"New_Zealand; 1991,""14 [12-17]"",""8 [7-10]"""
"New_Zealand; 1990,""16 [14-20]"",""10 [8-12]"""
"New_Zealand; 1989,""16 [14-20]"",""10 [8-12]"""
"New_Zealand; 1988,""17 [14-21]"",""10 [8-12]"""
"New_Zealand; 1987,""16 [13-21]"",""9 [7-11]"""
"New_Zealand; 1986,""15 [13-21]"",""8 [7-11]"""
"New_Zealand; 1985,""17 [14-23]"",""9 [7-12]"""
"Nicaragua; 2020,""78 [54-109]"",""110 [76-153]"""
"Nicaragua; 2019,""75 [59-93]"",""107 [84-132]"""
"Nicaragua; 2018,""74 [60-91]"",""106 [86-130]"""
"Nicaragua; 2017,""76 [62-92]"",""109 [89-131]"""
"Nicaragua; 2016,""77 [64-93]"",""111 [92-134]"""
"Nicaragua; 2015,""79 [67-95]"",""114 [96-137]"""
"Nicaragua; 2014,""81 [68-97]"",""116 [98-140]"""
"Nicaragua; 2013,""91 [77-109]"",""130 [110-156]"""
"Nicaragua; 2012,""92 [78-110]"",""132 [111-158]"""
"Nicaragua; 2011,""95 [80-114]"",""134 [113-162]"""
"Nicaragua; 2010,""98 [82-119]"",""139 [117-168]"""
"Nicaragua; 2009,""104 [87-126]"",""146 [122-178]"""
"Nicaragua; 2008,""112 [93-137]"",""157 [131-192]"""
"Nicaragua; 2007,""125 [104-154]"",""174 [144-214]"""
"Nicaragua; 2006,""135 [111-166]"",""186 [153-229]"""
"Nicaragua; 2005,""158 [128-194]"",""217 [177-268]"""
"Nicaragua; 2004,""166 [134-204]"",""228 [185-282]"""
"Nicaragua; 2003,""166 [134-207]"",""231 [186-288]"""
"Nicaragua; 2002,""164 [131-205]"",""230 [183-287]"""
"Nicaragua; 2001,""174 [138-219]"",""245 [194-308]"""
"Nicaragua; 2000,""169 [133-215]"",""240 [189-306]"""
"Nicaragua; 1999,""167 [130-214]"",""238 [186-306]"""
"Nicaragua; 1998,""182 [127-262]"",""264 [185-380]"""
"Nicaragua; 1997,""176 [135-228]"",""258 [199-335]"""
"Nicaragua; 1996,""189 [145-245]"",""281 [216-365]"""
"Nicaragua; 1995,""189 [146-246]"",""284 [219-370]"""
"Nicaragua; 1994,""200 [153-261]"",""301 [231-395]"""
"Nicaragua; 1993,""199 [152-261]"",""305 [232-400]"""
"Nicaragua; 1992,""209 [157-274]"",""321 [242-422]"""
"Nicaragua; 1991,""203 [152-268]"",""312 [233-412]"""
"Nicaragua; 1990,""216 [160-287]"",""332 [247-443]"""
"Nicaragua; 1989,""215 [158-289]"",""331 [243-446]"""
"Nicaragua; 1988,""238 [172-324]"",""367 [264-499]"""
"Nicaragua; 1987,""251 [178-345]"",""384 [273-528]"""
"Nicaragua; 1986,""265 [186-369]"",""402 [282-561]"""
"Nicaragua; 1985,""270 [187-379]"",""410 [284-577]"""
"Niger; 2020,""441 [305-655]"",""4 896 [3 382-7 271]"""
"Niger; 2019,""410 [287-602]"",""4 408 [3 087-6 479]"""
"Niger; 2018,""432 [305-626]"",""4 501 [3 179-6 519]"""
"Niger; 2017,""433 [310-617]"",""4 365 [3 128-6 218]"""
"Niger; 2016,""468 [341-659]"",""4 558 [3 316-6 414]"""
"Niger; 2015,""491 [362-676]"",""4 597 [3 393-6 335]"""
"Niger; 2014,""513 [382-697]"",""4 643 [3 464-6 318]"""
"Niger; 2013,""536 [404-712]"",""4 708 [3 553-6 261]"""
"Niger; 2012,""561 [428-732]"",""4 770 [3 640-6 226]"""
"Niger; 2011,""576 [445-741]"",""4 779 [3 691-6 153]"""
"Niger; 2010,""594 [465-754]"",""4 798 [3 754-6 094]"""
"Niger; 2009,""644 [511-809]"",""5 052 [4 005-6 346]"""
"Niger; 2008,""673 [539-838]"",""5 125 [4 107-6 385]"""
"Niger; 2007,""704 [570-873]"",""5 218 [4 221-6 469]"""
"Niger; 2006,""735 [597-907]"",""5 291 [4 298-6 528]"""
"Niger; 2005,""768 [626-938]"",""5 390 [4 394-6 588]"""
"Niger; 2004,""801 [654-979]"",""5 473 [4 466-6 686]"""
"Niger; 2003,""863 [706-1 061]"",""5 730 [4 690-7 046]"""
"Niger; 2002,""871 [711-1 074]"",""5 626 [4 592-6 940]"""
"Niger; 2001,""878 [714-1 082]"",""5 522 [4 490-6 808]"""
"Niger; 2000,""867 [704-1 075]"",""5 305 [4 309-6 577]"""
"Niger; 1999,""866 [700-1 080]"",""5 154 [4 166-6 423]"""
"Niger; 1998,""852 [687-1 060]"",""4 939 [3 984-6 145]"""
"Niger; 1997,""857 [689-1 063]"",""4 831 [3 884-5 994]"""
"Niger; 1996,""862 [693-1 072]"",""4 722 [3 798-5 874]"""
"Niger; 1995,""873 [701-1 082]"",""4 634 [3 722-5 745]"""
"Niger; 1994,""884 [709-1 098]"",""4 527 [3 630-5 624]"""
"Niger; 1993,""897 [718-1 113]"",""4 477 [3 584-5 555]"""
"Niger; 1992,""919 [738-1 140]"",""4 468 [3 586-5 542]"""
"Niger; 1991,""971 [775-1 197]"",""4 592 [3 668-5 664]"""
"Niger; 1990,""965 [765-1 191]"",""4 459 [3 536-5 504]"""
"Niger; 1989,""998 [787-1 239]"",""4 470 [3 527-5 551]"""
"Niger; 1988,""1 024 [802-1 277]"",""4 487 [3 513-5 595]"""
"Niger; 1987,""1 048 [810-1 312]"",""4 495 [3 477-5 630]"""
"Niger; 1986,""1 099 [838-1 386]"",""4 596 [3 504-5 792]"""
"Niger; 1985,""1 129 [844-1 440]"",""4 616 [3 451-5 891]"""
"Nigeria; 2020,""1 047 [793-1 565]"",""81 747 [61 938-122 199]"""
"Nigeria; 2019,""1 122 [860-1 636]"",""86 380 [66 188-125 956]"""
"Nigeria; 2018,""1 135 [877-1 616]"",""86 178 [66 593-122 624]"""
"Nigeria; 2017,""1 127 [877-1 548]"",""84 372 [65 694-115 934]"""
"Nigeria; 2016,""1 129 [890-1 511]"",""83 379 [65 709-111 538]"""
"Nigeria; 2015,""1 113 [887-1 442]"",""80 978 [64 540-104 887]"""
"Nigeria; 2014,""1 135 [916-1 449]"",""81 615 [65 823-104 182]"""
"Nigeria; 2013,""1 109 [900-1 389]"",""78 682 [63 845-98 534]"""
"Nigeria; 2012,""1 087 [889-1 348]"",""76 272 [62 341-94 581]"""
"Nigeria; 2011,""1 070 [879-1 313]"",""73 984 [60 778-90 804]"""
"Nigeria; 2010,""1 123 [928-1 374]"",""76 072 [62 893-93 103]"""
"Nigeria; 2009,""1 101 [910-1 337]"",""73 154 [60 447-88 813]"""
"Nigeria; 2008,""1 099 [905-1 331]"",""71 529 [58 910-86 612]"""
"Nigeria; 2007,""1 081 [885-1 312]"",""68 472 [56 057-83 138]"""
"Nigeria; 2006,""1 071 [874-1 312]"",""66 297 [54 097-81 209]"""
"Nigeria; 2005,""1 073 [865-1 326]"",""64 968 [52 396-80 272]"""
"Nigeria; 2004,""1 088 [860-1 353]"",""64 222 [50 750-79 867]"""
"Nigeria; 2003,""1 084 [839-1 359]"",""62 635 [48 483-78 561]"""
"Nigeria; 2002,""1 112 [847-1 404]"",""62 773 [47 828-79 230]"""
"Nigeria; 2001,""1 127 [853-1 434]"",""61 937 [46 883-78 805]"""
"Nigeria; 2000,""1 148 [851-1 470]"",""61 336 [45 464-78 547]"""
"Nigeria; 1999,""1 177 [865-1 515]"",""60 957 [44 792-78 442]"""
"Nigeria; 1998,""1 220 [882-1 572]"",""61 001 [44 126-78 609]"""
"Nigeria; 1997,""1 186 [853-1 535]"",""58 249 [41 903-75 390]"""
"Nigeria; 1996,""1 174 [839-1 530]"",""56 688 [40 524-73 852]"""
"Nigeria; 1995,""1 171 [827-1 529]"",""55 410 [39 129-72 352]"""
"Nigeria; 1994,""1 223 [857-1 615]"",""56 508 [39 597-74 588]"""
"Nigeria; 1993,""1 190 [833-1 578]"",""53 484 [37 464-70 913]"""
"Nigeria; 1992,""1 209 [843-1 615]"",""52 879 [36 857-70 629]"""
"Nigeria; 1991,""1 217 [833-1 633]"",""51 938 [35 528-69 664]"""
"Nigeria; 1990,""1 209 [817-1 629]"",""50 386 [34 059-67 893]"""
"Nigeria; 1989,""1 212 [808-1 650]"",""49 457 [32 959-67 340]"""
"Nigeria; 1988,""1 261 [824-1 731]"",""49 981 [32 645-68 592]"""
"Nigeria; 1987,""1 287 [830-1 791]"",""49 986 [32 225-69 562]"""
"Nigeria; 1986,""1 316 [837-1 850]"",""50 323 [32 010-70 759]"""
"Nigeria; 1985,""1 283 [804-1 823]"",""48 460 [30 364-68 850]"""
"Norway; 2020,""2 [1-3]"",""1 [1-1]"""
"Norway; 2019,""2 [1-3]"",""1 [1-2]"""
"Norway; 2018,""2 [1-3]"",""1 [1-2]"""
"Norway; 2017,""2 [1-3]"",""1 [1-2]"""
"Norway; 2016,""2 [1-3]"",""1 [1-2]"""
"Norway; 2015,""2 [2-3]"",""1 [1-2]"""
"Norway; 2014,""3 [2-3]"",""2 [1-2]"""
"Norway; 2013,""3 [2-4]"",""2 [1-2]"""
"Norway; 2012,""3 [3-4]"",""2 [2-2]"""
"Norway; 2011,""4 [3-5]"",""2 [2-3]"""
"Norway; 2010,""4 [3-5]"",""2 [2-3]"""
"Norway; 2009,""4 [4-5]"",""3 [2-3]"""
"Norway; 2008,""5 [4-5]"",""3 [2-3]"""
"Norway; 2007,""5 [4-6]"",""3 [2-3]"""
"Norway; 2006,""5 [4-6]"",""3 [2-4]"""
"Norway; 2005,""6 [5-7]"",""3 [3-4]"""
"Norway; 2004,""6 [5-7]"",""3 [3-4]"""
"Norway; 2003,""5 [4-6]"",""3 [2-4]"""
"Norway; 2002,""5 [4-6]"",""3 [2-3]"""
"Norway; 2001,""5 [4-6]"",""3 [2-4]"""
"Norway; 2000,""6 [5-7]"",""3 [3-4]"""
"Norway; 1999,""6 [5-7]"",""3 [3-4]"""
"Norway; 1998,""5 [4-6]"",""3 [2-3]"""
"Norway; 1997,""5 [4-7]"",""3 [3-4]"""
"Norway; 1996,""5 [4-7]"",""3 [3-4]"""
"Norway; 1995,""6 [5-7]"",""3 [3-4]"""
"Norway; 1994,""6 [5-7]"",""4 [3-4]"""
"Norway; 1993,""6 [5-8]"",""4 [3-5]"""
"Norway; 1992,""6 [5-8]"",""4 [3-5]"""
"Norway; 1991,""7 [5-8]"",""4 [3-5]"""
"Norway; 1990,""7 [5-9]"",""4 [3-5]"""
"Norway; 1989,""7 [5-9]"",""4 [3-5]"""
"Norway; 1988,""8 [6-10]"",""4 [3-6]"""
"Norway; 1987,""6 [5-9]"",""3 [3-5]"""
"Norway; 1986,""7 [5-9]"",""3 [2-5]"""
"Norway; 1985,""7 [5-10]"",""4 [2-5]"""
"Palestine; 2020,""20 [15-26]"",""30 [22-38]"""
"Palestine; 2019,""20 [16-25]"",""29 [23-37]"""
"Palestine; 2018,""21 [17-26]"",""30 [25-37]"""
"Palestine; 2017,""22 [18-26]"",""31 [26-37]"""
"Palestine; 2016,""24 [21-28]"",""36 [31-42]"""
"Palestine; 2015,""26 [23-30]"",""39 [34-44]"""
"Palestine; 2014,""30 [24-38]"",""43 [34-54]"""
"Palestine; 2013,""32 [29-36]"",""45 [40-51]"""
"Palestine; 2012,""36 [31-40]"",""49 [43-56]"""
"Palestine; 2011,""41 [35-47]"",""56 [48-64]"""
"Palestine; 2010,""43 [37-51]"",""59 [50-68]"""
"Palestine; 2009,""47 [40-57]"",""62 [52-74]"""
"Palestine; 2008,""50 [41-61]"",""63 [52-78]"""
"Palestine; 2007,""51 [41-65]"",""64 [51-81]"""
"Palestine; 2006,""54 [42-72]"",""68 [53-90]"""
"Palestine; 2005,""54 [41-73]"",""68 [51-92]"""
"Palestine; 2004,""60 [44-83]"",""75 [55-103]"""
"Palestine; 2003,""60 [44-86]"",""74 [54-106]"""
"Palestine; 2002,""64 [45-91]"",""78 [56-112]"""
"Palestine; 2001,""64 [45-94]"",""79 [55-114]"""
"Palestine; 2000,""62 [43-92]"",""75 [52-111]"""
"Palestine; 1999,""62 [43-92]"",""75 [52-111]"""
"Palestine; 1998,""62 [43-92]"",""74 [51-109]"""
"Palestine; 1997,""66 [45-97]"",""76 [52-112]"""
"Palestine; 1996,""66 [45-98]"",""75 [52-112]"""
"Palestine; 1995,""70 [49-105]"",""79 [55-118]"""
"Palestine; 1994,""72 [50-107]"",""79 [55-118]"""
"Palestine; 1993,""77 [53-114]"",""83 [57-123]"""
"Palestine; 1992,""79 [54-119]"",""83 [57-125]"""
"Palestine; 1991,""82 [56-124]"",""84 [57-126]"""
"Palestine; 1990,""86 [59-130]"",""84 [57-128]"""
"Palestine; 1989,""91 [61-139]"",""85 [57-130]"""
"Palestine; 1988,""95 [62-148]"",""86 [56-133]"""
"Palestine; 1987,""100 [64-158]"",""84 [53-133]"""
"Palestine; 1986,""106 [66-171]"",""87 [54-140]"""
"Palestine; 1985,""110 [67-182]"",""89 [54-148]"""
"Oman; 2020,""17 [12-25]"",""15 [11-21]"""
"Oman; 2019,""16 [13-20]"",""14 [12-18]"""
"Oman; 2018,""16 [13-19]"",""15 [12-18]"""
"Oman; 2017,""15 [13-18]"",""14 [12-17]"""
"Oman; 2016,""15 [13-17]"",""13 [11-15]"""
"Oman; 2015,""15 [13-17]"",""13 [12-15]"""
"Oman; 2014,""16 [14-18]"",""13 [12-15]"""
"Oman; 2013,""16 [14-18]"",""13 [12-15]"""
"Oman; 2012,""17 [15-19]"",""13 [11-14]"""
"Oman; 2011,""17 [15-20]"",""12 [11-14]"""
"Oman; 2010,""18 [16-20]"",""12 [10-13]"""
"Oman; 2009,""21 [18-23]"",""12 [11-14]"""
"Oman; 2008,""21 [19-24]"",""12 [11-13]"""
"Oman; 2007,""22 [20-25]"",""12 [10-13]"""
"Oman; 2006,""21 [19-24]"",""11 [10-12]"""
"Oman; 2005,""20 [18-22]"",""11 [9-12]"""
"Oman; 2004,""20 [18-23]"",""11 [10-13]"""
"Oman; 2003,""20 [18-22]"",""11 [10-12]"""
"Oman; 2002,""22 [19-25]"",""12 [11-14]"""
"Oman; 2001,""20 [18-23]"",""11 [10-13]"""
"Oman; 2000,""20 [18-22]"",""11 [10-13]"""
"Oman; 1999,""19 [17-22]"",""12 [10-13]"""
"Oman; 1998,""18 [16-21]"",""11 [10-12]"""
"Oman; 1997,""21 [18-23]"",""12 [11-14]"""
"Oman; 1996,""20 [18-23]"",""12 [11-14]"""
"Oman; 1995,""19 [17-22]"",""12 [10-14]"""
"Oman; 1994,""20 [18-24]"",""13 [11-15]"""
"Oman; 1993,""20 [17-24]"",""13 [11-15]"""
"Oman; 1992,""21 [18-25]"",""14 [12-16]"""
"Oman; 1991,""21 [18-25]"",""14 [12-16]"""
"Oman; 1990,""23 [19-28]"",""15 [12-18]"""
"Oman; 1989,""24 [19-30]"",""16 [13-20]"""
"Oman; 1988,""26 [20-33]"",""17 [13-22]"""
"Oman; 1987,""28 [21-36]"",""19 [14-24]"""
"Oman; 1986,""30 [22-40]"",""20 [15-26]"""
"Oman; 1985,""31 [22-42]"",""20 [15-28]"""
"Pakistan; 2020,""154 [109-226]"",""9 809 [6 949-14 390]"""
"Pakistan; 2019,""179 [128-259]"",""11 349 [8 095-16 393]"""
"Pakistan; 2018,""178 [127-256]"",""11 200 [8 028-16 134]"""
"Pakistan; 2017,""177 [127-252]"",""11 110 [7 962-15 846]"""
"Pakistan; 2016,""188 [135-266]"",""11 828 [8 465-16 760]"""
"Pakistan; 2015,""187 [135-266]"",""11 803 [8 493-16 735]"""
"Pakistan; 2014,""210 [151-298]"",""13 371 [9 595-18 978]"""
"Pakistan; 2013,""206 [147-291]"",""13 259 [9 482-18 725]"""
"Pakistan; 2012,""216 [155-305]"",""13 859 [9 951-19 580]"""
"Pakistan; 2011,""217 [155-303]"",""13 739 [9 827-19 223]"""
"Pakistan; 2010,""230 [166-323]"",""14 410 [10 356-20 165]"""
"Pakistan; 2009,""243 [175-338]"",""14 876 [10 725-20 698]"""
"Pakistan; 2008,""241 [174-332]"",""14 504 [10 508-19 983]"""
"Pakistan; 2007,""253 [183-348]"",""15 039 [10 897-20 652]"""
"Pakistan; 2006,""270 [197-371]"",""15 595 [11 370-21 468]"""
"Pakistan; 2005,""301 [197-460]"",""17 269 [11 299-26 387]"""
"Pakistan; 2004,""334 [243-459]"",""19 113 [13 907-26 295]"""
"Pakistan; 2003,""349 [252-480]"",""19 904 [14 401-27 386]"""
"Pakistan; 2002,""359 [257-493]"",""20 479 [14 674-28 166]"""
"Pakistan; 2001,""373 [264-516]"",""20 990 [14 859-29 031]"""
"Pakistan; 2000,""387 [270-535]"",""21 321 [14 869-29 432]"""
"Pakistan; 1999,""391 [272-542]"",""21 336 [14 827-29 582]"""
"Pakistan; 1998,""429 [296-594]"",""23 128 [15 934-32 032]"""
"Pakistan; 1997,""445 [305-619]"",""23 698 [16 233-32 963]"""
"Pakistan; 1996,""465 [317-650]"",""24 557 [16 752-34 328]"""
"Pakistan; 1995,""484 [327-678]"",""25 249 [17 039-35 327]"""
"Pakistan; 1994,""463 [313-650]"",""24 016 [16 245-33 717]"""
"Pakistan; 1993,""457 [307-647]"",""23 407 [15 730-33 106]"""
"Pakistan; 1992,""414 [277-587]"",""21 319 [14 252-30 237]"""
"Pakistan; 1991,""361 [241-517]"",""18 291 [12 198-26 210]"""
"Pakistan; 1990,""356 [236-513]"",""17 740 [11 767-25 545]"""
"Pakistan; 1989,""385 [252-560]"",""18 792 [12 301-27 320]"""
"Pakistan; 1988,""395 [257-580]"",""18 767 [12 210-27 563]"""
"Pakistan; 1987,""426 [272-629]"",""19 616 [12 538-28 956]"""
"Pakistan; 1986,""385 [245-575]"",""17 163 [10 916-25 617]"""
"Pakistan; 1985,""368 [231-558]"",""15 800 [9 933-23 957]"""
"Panama; 2020,""50 [46-54]"",""38 [35-42]"""
"Panama; 2019,""51 [47-55]"",""39 [37-42]"""
"Panama; 2018,""47 [44-50]"",""37 [34-39]"""
"Panama; 2017,""49 [46-53]"",""39 [36-42]"""
"Panama; 2016,""49 [46-52]"",""38 [36-41]"""
"Panama; 2015,""49 [46-52]"",""39 [36-41]"""
"Panama; 2014,""50 [48-54]"",""40 [38-42]"""
"Panama; 2013,""52 [49-56]"",""41 [39-44]"""
"Panama; 2012,""53 [51-58]"",""42 [40-46]"""
"Panama; 2011,""54 [51-58]"",""42 [40-45]"""
"Panama; 2010,""55 [52-59]"",""42 [40-45]"""
"Panama; 2009,""54 [51-57]"",""41 [39-44]"""
"Panama; 2008,""53 [51-57]"",""41 [39-43]"""
"Panama; 2007,""54 [51-57]"",""40 [38-43]"""
"Panama; 2006,""54 [51-57]"",""40 [37-42]"""
"Panama; 2005,""53 [50-56]"",""39 [37-42]"""
"Panama; 2004,""59 [55-62]"",""44 [41-46]"""
"Panama; 2003,""62 [57-65]"",""44 [41-47]"""
"Panama; 2002,""62 [57-66]"",""45 [41-48]"""
"Panama; 2001,""64 [59-68]"",""45 [42-48]"""
"Panama; 2000,""66 [60-70]"",""47 [43-50]"""
"Panama; 1999,""65 [60-70]"",""45 [42-49]"""
"Panama; 1998,""66 [61-72]"",""46 [42-50]"""
"Panama; 1997,""68 [62-74]"",""47 [42-51]"""
"Panama; 1996,""69 [62-75]"",""47 [42-51]"""
"Panama; 1995,""76 [69-84]"",""52 [47-57]"""
"Panama; 1994,""77 [70-87]"",""52 [47-58]"""
"Panama; 1993,""80 [72-90]"",""53 [47-60]"""
"Panama; 1992,""82 [74-94]"",""54 [49-62]"""
"Panama; 1991,""84 [75-97]"",""55 [50-64]"""
"Panama; 1990,""90 [81-105]"",""59 [53-69]"""
"Panama; 1989,""95 [85-112]"",""62 [56-74]"""
"Panama; 1988,""88 [79-105]"",""57 [51-68]"""
"Panama; 1987,""85 [75-102]"",""55 [49-66]"""
"Panama; 1986,""90 [79-110]"",""58 [51-70]"""
"Panama; 1985,""88 [77-109]"",""56 [49-70]"""
"Papua_New_Guinea; 2020,""192 [126-293]"",""485 [318-741]"""
"Papua_New_Guinea; 2019,""190 [127-285]"",""476 [319-715]"""
"Papua_New_Guinea; 2018,""199 [135-299]"",""498 [337-747]"""
"Papua_New_Guinea; 2017,""210 [143-309]"",""520 [355-767]"""
"Papua_New_Guinea; 2016,""209 [143-304]"",""514 [352-748]"""
"Papua_New_Guinea; 2015,""208 [145-298]"",""506 [354-726]"""
"Papua_New_Guinea; 2014,""229 [161-326]"",""555 [390-790]"""
"Papua_New_Guinea; 2013,""233 [165-329]"",""559 [395-790]"""
"Papua_New_Guinea; 2012,""255 [182-360]"",""605 [430-854]"""
"Papua_New_Guinea; 2011,""262 [187-369]"",""614 [437-864]"""
"Papua_New_Guinea; 2010,""289 [205-409]"",""664 [472-941]"""
"Papua_New_Guinea; 2009,""289 [204-409]"",""654 [460-924]"""
"Papua_New_Guinea; 2008,""292 [205-416]"",""647 [456-924]"""
"Papua_New_Guinea; 2007,""336 [236-481]"",""732 [515-1 049]"""
"Papua_New_Guinea; 2006,""323 [226-468]"",""691 [484-1 002]"""
"Papua_New_Guinea; 2005,""314 [218-453]"",""662 [460-957]"""
"Papua_New_Guinea; 2004,""310 [213-447]"",""638 [438-920]"""
"Papua_New_Guinea; 2003,""329 [225-475]"",""668 [457-964]"""
"Papua_New_Guinea; 2002,""325 [223-474]"",""644 [441-939]"""
"Papua_New_Guinea; 2001,""316 [215-460]"",""610 [415-888]"""
"Papua_New_Guinea; 2000,""312 [211-455]"",""583 [395-851]"""
"Papua_New_Guinea; 1999,""295 [200-430]"",""541 [365-787]"""
"Papua_New_Guinea; 1998,""291 [184-447]"",""516 [326-792]"""
"Papua_New_Guinea; 1997,""299 [201-431]"",""514 [345-741]"""
"Papua_New_Guinea; 1996,""299 [201-428]"",""496 [334-710]"""
"Papua_New_Guinea; 1995,""291 [196-420]"",""468 [316-677]"""
"Papua_New_Guinea; 1994,""292 [197-424]"",""458 [310-666]"""
"Papua_New_Guinea; 1993,""298 [202-431]"",""456 [308-660]"""
"Papua_New_Guinea; 1992,""323 [218-466]"",""477 [322-690]"""
"Papua_New_Guinea; 1991,""333 [226-486]"",""480 [325-700]"""
"Papua_New_Guinea; 1990,""335 [224-490]"",""476 [317-696]"""
"Papua_New_Guinea; 1989,""342 [226-503]"",""475 [314-700]"""
"Papua_New_Guinea; 1988,""344 [224-515]"",""472 [307-705]"""
"Papua_New_Guinea; 1987,""345 [221-517]"",""462 [297-693]"""
"Papua_New_Guinea; 1986,""350 [221-533]"",""462 [292-704]"""
"Papua_New_Guinea; 1985,""354 [221-543]"",""457 [285-701]"""
"Paraguay; 2020,""71 [60-82]"",""99 [84-113]"""
"Paraguay; 2019,""70 [61-79]"",""97 [84-110]"""
"Paraguay; 2018,""70 [62-78]"",""98 [87-109]"""
"Paraguay; 2017,""69 [62-76]"",""96 [87-106]"""
"Paraguay; 2016,""69 [63-75]"",""96 [88-105]"""
"Paraguay; 2015,""80 [73-88]"",""111 [101-122]"""
"Paraguay; 2014,""77 [70-85]"",""105 [95-116]"""
"Paraguay; 2013,""81 [73-91]"",""108 [98-121]"""
"Paraguay; 2012,""85 [76-97]"",""111 [99-127]"""
"Paraguay; 2011,""99 [87-115]"",""129 [114-151]"""
"Paraguay; 2010,""100 [88-120]"",""132 [115-157]"""
"Paraguay; 2009,""104 [90-126]"",""136 [118-166]"""
"Paraguay; 2008,""107 [92-132]"",""140 [120-173]"""
"Paraguay; 2007,""110 [94-137]"",""146 [124-181]"""
"Paraguay; 2006,""114 [96-142]"",""150 [127-188]"""
"Paraguay; 2005,""127 [107-160]"",""168 [141-211]"""
"Paraguay; 2004,""127 [107-162]"",""169 [142-215]"""
"Paraguay; 2003,""130 [108-167]"",""175 [145-223]"""
"Paraguay; 2002,""132 [109-170]"",""179 [149-231]"""
"Paraguay; 2001,""147 [121-189]"",""203 [167-261]"""
"Paraguay; 2000,""148 [122-194]"",""206 [169-269]"""
"Paraguay; 1999,""160 [130-211]"",""225 [183-297]"""
"Paraguay; 1998,""163 [132-217]"",""232 [187-308]"""
"Paraguay; 1997,""170 [137-226]"",""241 [194-321]"""
"Paraguay; 1996,""185 [148-247]"",""264 [211-353]"""
"Paraguay; 1995,""191 [152-254]"",""273 [217-363]"""
"Paraguay; 1994,""207 [163-276]"",""296 [234-395]"""
"Paraguay; 1993,""210 [166-283]"",""299 [236-402]"""
"Paraguay; 1992,""214 [168-290]"",""301 [237-409]"""
"Paraguay; 1991,""213 [167-290]"",""301 [236-409]"""
"Paraguay; 1990,""226 [177-312]"",""314 [247-433]"""
"Paraguay; 1989,""230 [181-326]"",""316 [247-446]"""
"Paraguay; 1988,""227 [178-328]"",""308 [242-446]"""
"Paraguay; 1987,""229 [177-336]"",""307 [237-451]"""
"Paraguay; 1986,""235 [180-351]"",""308 [235-460]"""
"Paraguay; 1985,""252 [191-386]"",""325 [246-498]"""
"Peru; 2020,""69 [59-80]"",""406 [348-473]"""
"Peru; 2019,""72 [69-75]"",""425 [410-442]"""
"Peru; 2018,""63 [60-65]"",""363 [348-378]"""
"Peru; 2017,""61 [58-63]"",""350 [337-365]"""
"Peru; 2016,""62 [59-64]"",""355 [341-370]"""
"Peru; 2015,""65 [62-68]"",""376 [361-391]"""
"Peru; 2014,""65 [63-68]"",""382 [367-398]"""
"Peru; 2013,""71 [68-74]"",""421 [405-438]"""
"Peru; 2012,""72 [69-74]"",""432 [416-449]"""
"Peru; 2011,""73 [71-76]"",""450 [434-468]"""
"Peru; 2010,""76 [74-79]"",""472 [455-489]"""
"Peru; 2009,""80 [77-83]"",""499 [482-518]"""
"Peru; 2008,""84 [81-87]"",""524 [506-543]"""
"Peru; 2007,""87 [84-90]"",""552 [533-572]"""
"Peru; 2006,""90 [87-94]"",""574 [555-594]"""
"Peru; 2005,""97 [94-101]"",""615 [594-635]"""
"Peru; 2004,""101 [98-105]"",""632 [611-654]"""
"Peru; 2003,""98 [95-101]"",""603 [584-624]"""
"Peru; 2002,""102 [98-107]"",""630 [604-657]"""
"Peru; 2001,""106 [98-114]"",""655 [607-706]"""
"Peru; 2000,""113 [101-126]"",""717 [638-797]"""
"Peru; 1999,""128 [110-147]"",""816 [702-937]"""
"Peru; 1998,""163 [137-192]"",""1 041 [877-1 231]"""
